datetime,height,temperature
2022-06-21T01:50:00+03:00,450,13.89
2022-06-21T01:50:00+03:00,500,13.44
2022-06-21T01:50:00+03:00,550,12.96
2022-06-21T01:50:00+03:00,600,12.48
2022-06-21T01:55:00+03:00,0,15.32
2022-06-21T01:55:00+03:00,50,15.86
2022-06-21T01:55:00+03:00,100,16.0
2022-06-21T01:55:00+03:00,150,15.94
2022-06-21T01:55:00+03:00,200,15.75
2022-06-21T01:55:00+03:00,250,15.45
2022-06-21T01:55:00+03:00,300,15.15
2022-06-21T01:55:00+03:00,350,14.85
2022-06-21T01:55:00+03:00,400,14.52
2022-06-21T01:55:00+03:00,450,14.17
2022-06-21T01:55:00+03:00,500,13.76
2022-06-21T01:55:00+03:00,550,13.32
2022-06-21T01:55:00+03:00,600,12.88
2022-06-21T02:00:00+03:00,0,15.41
2022-06-21T02:00:00+03:00,50,15.9
2022-06-21T02:00:00+03:00,100,15.95
2022-06-21T02:00:00+03:00,150,15.86
2022-06-21T02:00:00+03:00,200,15.7
2022-06-21T02:00:00+03:00,250,15.41
2022-06-21T02:00:00+03:00,300,15.09
2022-06-21T02:00:00+03:00,350,14.78
2022-06-21T02:00:00+03:00,400,14.46
2022-06-21T02:00:00+03:00,450,14.12
2022-06-21T02:00:00+03:00,500,13.73
2022-06-21T02:00:00+03:00,550,13.31
2022-06-21T02:00:00+03:00,600,12.89
2022-06-21T02:05:00+03:00,0,15.39
2022-06-21T02:05:00+03:00,50,15.76
2022-06-21T02:05:00+03:00,100,15.9
2022-06-21T02:05:00+03:00,150,15.84
2022-06-21T02:05:00+03:00,200,15.66
2022-06-21T02:05:00+03:00,250,15.39
2022-06-21T02:05:00+03:00,300,15.08
2022-06-21T02:05:00+03:00,350,14.77
2022-06-21T02:05:00+03:00,400,14.45
2022-06-21T02:05:00+03:00,450,14.09
2022-06-21T02:05:00+03:00,500,13.67
2022-06-21T02:05:00+03:00,550,13.22
2022-06-21T02:05:00+03:00,600,12.77
2022-06-21T02:10:00+03:00,0,15.21
2022-06-21T02:10:00+03:00,50,15.77
2022-06-21T02:10:00+03:00,100,15.99
2022-06-21T02:10:00+03:00,150,15.91
2022-06-21T02:10:00+03:00,200,15.78
2022-06-21T02:10:00+03:00,250,15.5
2022-06-21T02:10:00+03:00,300,15.15
2022-06-21T02:10:00+03:00,350,14.81
2022-06-21T02:10:00+03:00,400,14.47
2022-06-21T02:10:00+03:00,450,14.09
2022-06-21T02:10:00+03:00,500,13.65
2022-06-21T02:10:00+03:00,550,13.18
2022-06-21T02:10:00+03:00,600,12.71
2022-06-21T02:15:00+03:00,0,15.14
2022-06-21T02:15:00+03:00,50,15.73
2022-06-21T02:15:00+03:00,100,15.94
2022-06-21T02:15:00+03:00,150,15.88
2022-06-21T02:15:00+03:00,200,15.74
2022-06-21T02:15:00+03:00,250,15.49
2022-06-21T02:15:00+03:00,300,15.16
2022-06-21T02:15:00+03:00,350,14.84
2022-06-21T02:15:00+03:00,400,14.51
2022-06-21T02:15:00+03:00,450,14.15
2022-06-21T02:15:00+03:00,500,13.73
2022-06-21T02:15:00+03:00,550,13.28
2022-06-21T02:15:00+03:00,600,12.84
2022-06-21T02:20:00+03:00,0,15.09
2022-06-21T02:20:00+03:00,50,15.64
2022-06-21T02:20:00+03:00,100,15.91
2022-06-21T02:20:00+03:00,150,15.91
2022-06-21T02:20:00+03:00,200,15.75
2022-06-21T02:20:00+03:00,250,15.5
2022-06-21T02:20:00+03:00,300,15.13
2022-06-21T02:20:00+03:00,350,14.78
2022-06-21T02:20:00+03:00,400,14.44
2022-06-21T02:20:00+03:00,450,14.05
2022-06-21T02:20:00+03:00,500,13.58
2022-06-21T02:20:00+03:00,550,13.08
2022-06-21T02:20:00+03:00,600,12.58
2022-06-21T02:25:00+03:00,0,15.03
2022-06-21T02:25:00+03:00,50,15.72
2022-06-21T02:25:00+03:00,100,16.04
2022-06-21T02:25:00+03:00,150,15.98
2022-06-21T02:25:00+03:00,200,15.78
2022-06-21T02:25:00+03:00,250,15.49
2022-06-21T02:25:00+03:00,300,15.12
2022-06-21T02:25:00+03:00,350,14.75
2022-06-21T02:25:00+03:00,400,14.38
2022-06-21T02:25:00+03:00,450,13.98
2022-06-21T02:25:00+03:00,500,13.5
2022-06-21T02:25:00+03:00,550,12.99
2022-06-21T02:25:00+03:00,600,12.48
2022-06-21T02:30:00+03:00,0,15.09
2022-06-21T02:30:00+03:00,50,15.71
2022-06-21T02:30:00+03:00,100,15.89
2022-06-21T02:30:00+03:00,150,15.87
2022-06-21T02:30:00+03:00,200,15.63
2022-06-21T02:30:00+03:00,250,15.36
2022-06-21T02:30:00+03:00,300,15.01
2022-06-21T02:30:00+03:00,350,14.67
2022-06-21T02:30:00+03:00,400,14.32
2022-06-21T02:30:00+03:00,450,13.94
2022-06-21T02:30:00+03:00,500,13.5
2022-06-21T02:30:00+03:00,550,13.02
2022-06-21T02:30:00+03:00,600,12.55
2022-06-21T02:35:00+03:00,0,15.06
2022-06-21T02:35:00+03:00,50,15.66
2022-06-21T02:35:00+03:00,100,15.87
2022-06-21T02:35:00+03:00,150,15.86
2022-06-21T02:35:00+03:00,200,15.69
2022-06-21T02:35:00+03:00,250,15.38
2022-06-21T02:35:00+03:00,300,15.03
2022-06-21T02:35:00+03:00,350,14.69
2022-06-21T02:35:00+03:00,400,14.34
2022-06-21T02:35:00+03:00,450,13.95
2022-06-21T02:35:00+03:00,500,13.49
2022-06-21T02:35:00+03:00,550,13.0
2022-06-21T02:35:00+03:00,600,12.51
2022-06-21T02:40:00+03:00,0,14.99
2022-06-21T02:40:00+03:00,50,15.8
2022-06-21T02:40:00+03:00,100,15.94
2022-06-21T02:40:00+03:00,150,15.84
2022-06-21T02:40:00+03:00,200,15.61
2022-06-21T02:40:00+03:00,250,15.32
2022-06-21T02:40:00+03:00,300,14.92
2022-06-21T02:40:00+03:00,350,14.55
2022-06-21T02:40:00+03:00,400,14.19
2022-06-21T02:40:00+03:00,450,13.81
2022-06-21T02:40:00+03:00,500,13.37
2022-06-21T02:40:00+03:00,550,12.91
2022-06-21T02:40:00+03:00,600,12.45
2022-06-21T02:45:00+03:00,0,15.02
2022-06-21T02:45:00+03:00,50,15.75
2022-06-21T02:45:00+03:00,100,16.03
2022-06-21T02:45:00+03:00,150,15.98
2022-06-21T02:45:00+03:00,200,15.77
2022-06-21T02:45:00+03:00,250,15.49
2022-06-21T02:45:00+03:00,300,15.07
2022-06-21T02:45:00+03:00,350,14.68
2022-06-21T02:45:00+03:00,400,14.31
2022-06-21T02:45:00+03:00,450,13.9
2022-06-21T02:45:00+03:00,500,13.41
2022-06-21T02:45:00+03:00,550,12.89
2022-06-21T02:45:00+03:00,600,12.38
2022-06-21T02:50:00+03:00,0,14.92
2022-06-21T02:50:00+03:00,50,15.74
2022-06-21T02:50:00+03:00,100,15.94
2022-06-21T02:50:00+03:00,150,15.87
2022-06-21T02:50:00+03:00,200,15.68
2022-06-21T02:50:00+03:00,250,15.36
2022-06-21T02:50:00+03:00,300,15.02
2022-06-21T02:50:00+03:00,350,14.68
2022-06-21T02:50:00+03:00,400,14.33
2022-06-21T02:50:00+03:00,450,13.96
2022-06-21T02:50:00+03:00,500,13.53
2022-06-21T02:50:00+03:00,550,13.07
2022-06-21T02:50:00+03:00,600,12.62
2022-06-21T02:55:00+03:00,0,14.91
2022-06-21T02:55:00+03:00,50,15.51
2022-06-21T02:55:00+03:00,100,15.82
2022-06-21T02:55:00+03:00,150,15.84
2022-06-21T02:55:00+03:00,200,15.66
2022-06-21T02:55:00+03:00,250,15.44
2022-06-21T02:55:00+03:00,300,15.13
2022-06-21T02:55:00+03:00,350,14.81
2022-06-21T02:55:00+03:00,400,14.48
2022-06-21T02:55:00+03:00,450,14.11
2022-06-21T02:55:00+03:00,500,13.67
2022-06-21T02:55:00+03:00,550,13.2
2022-06-21T02:55:00+03:00,600,12.73
2022-06-21T03:00:00+03:00,0,15.0
2022-06-21T03:00:00+03:00,50,15.57
2022-06-21T03:00:00+03:00,100,15.83
2022-06-21T03:00:00+03:00,150,15.87
2022-06-21T03:00:00+03:00,200,15.74
2022-06-21T03:00:00+03:00,250,15.46
2022-06-21T03:00:00+03:00,300,15.12
2022-06-21T03:00:00+03:00,350,14.8
2022-06-21T03:00:00+03:00,400,14.45
2022-06-21T03:00:00+03:00,450,14.07
2022-06-21T03:00:00+03:00,500,13.61
2022-06-21T03:00:00+03:00,550,13.11
2022-06-21T03:00:00+03:00,600,12.62
2022-06-21T03:05:00+03:00,0,14.93
2022-06-21T03:05:00+03:00,50,15.52
2022-06-21T03:05:00+03:00,100,15.86
2022-06-21T03:05:00+03:00,150,15.83
2022-06-21T03:05:00+03:00,200,15.66
2022-06-21T03:05:00+03:00,250,15.39
2022-06-21T03:05:00+03:00,300,15.04
2022-06-21T03:05:00+03:00,350,14.69
2022-06-21T03:05:00+03:00,400,14.33
2022-06-21T03:05:00+03:00,450,13.92
2022-06-21T03:05:00+03:00,500,13.45
2022-06-21T03:05:00+03:00,550,12.94
2022-06-21T03:05:00+03:00,600,12.43
2022-06-21T03:10:00+03:00,0,14.83
2022-06-21T03:10:00+03:00,50,15.5
2022-06-21T03:10:00+03:00,100,15.82
2022-06-21T03:10:00+03:00,150,15.68
2022-06-21T03:10:00+03:00,200,15.47
2022-06-21T03:10:00+03:00,250,15.17
2022-06-21T03:10:00+03:00,300,14.81
2022-06-21T03:10:00+03:00,350,14.45
2022-06-21T03:10:00+03:00,400,14.08
2022-06-21T03:10:00+03:00,450,13.68
2022-06-21T03:10:00+03:00,500,13.22
2022-06-21T03:10:00+03:00,550,12.74
2022-06-21T03:10:00+03:00,600,12.27
2022-06-21T03:15:00+03:00,0,14.77
2022-06-21T03:15:00+03:00,50,15.49
2022-06-21T03:15:00+03:00,100,15.73
2022-06-21T03:15:00+03:00,150,15.69
2022-06-21T03:15:00+03:00,200,15.53
2022-06-21T03:15:00+03:00,250,15.29
2022-06-21T03:15:00+03:00,300,14.9
2022-06-21T03:15:00+03:00,350,14.54
2022-06-21T03:15:00+03:00,400,14.2
2022-06-21T03:15:00+03:00,450,13.82
2022-06-21T03:15:00+03:00,500,13.37
2022-06-21T03:15:00+03:00,550,12.9
2022-06-21T03:15:00+03:00,600,12.43
2022-06-21T03:20:00+03:00,0,14.92
2022-06-21T03:20:00+03:00,50,15.59
2022-06-21T03:20:00+03:00,100,15.95
2022-06-21T03:20:00+03:00,150,15.85
2022-06-21T03:20:00+03:00,200,15.66
2022-06-21T03:20:00+03:00,250,15.43
2022-06-21T03:20:00+03:00,300,15.07
2022-06-21T03:20:00+03:00,350,14.71
2022-06-21T03:20:00+03:00,400,14.35
2022-06-21T03:20:00+03:00,450,13.96
2022-06-21T03:20:00+03:00,500,13.5
2022-06-21T03:20:00+03:00,550,13.02
2022-06-21T03:20:00+03:00,600,12.54
2022-06-21T03:25:00+03:00,0,14.68
2022-06-21T03:25:00+03:00,50,15.65
2022-06-21T03:25:00+03:00,100,15.98
2022-06-21T03:25:00+03:00,150,15.87
2022-06-21T03:25:00+03:00,200,15.65
2022-06-21T03:25:00+03:00,250,15.33
2022-06-21T03:25:00+03:00,300,14.93
2022-06-21T03:25:00+03:00,350,14.54
2022-06-21T03:25:00+03:00,400,14.15
2022-06-21T03:25:00+03:00,450,13.74
2022-06-21T03:25:00+03:00,500,13.26
2022-06-21T03:25:00+03:00,550,12.77
2022-06-21T03:25:00+03:00,600,12.28
2022-06-21T03:30:00+03:00,0,14.75
2022-06-21T03:30:00+03:00,50,15.43
2022-06-21T03:30:00+03:00,100,15.84
2022-06-21T03:30:00+03:00,150,15.83
2022-06-21T03:30:00+03:00,200,15.67
2022-06-21T03:30:00+03:00,250,15.38
2022-06-21T03:30:00+03:00,300,14.98
2022-06-21T03:30:00+03:00,350,14.61
2022-06-21T03:30:00+03:00,400,14.23
2022-06-21T03:30:00+03:00,450,13.81
2022-06-21T03:30:00+03:00,500,13.3
2022-06-21T03:30:00+03:00,550,12.76
2022-06-21T03:30:00+03:00,600,12.22
2022-06-21T03:35:00+03:00,0,14.76
2022-06-21T03:35:00+03:00,50,15.54
2022-06-21T03:35:00+03:00,100,15.86
2022-06-21T03:35:00+03:00,150,15.83
2022-06-21T03:35:00+03:00,200,15.66
2022-06-21T03:35:00+03:00,250,15.37
2022-06-21T03:35:00+03:00,300,14.97
2022-06-21T03:35:00+03:00,350,14.6
2022-06-21T03:35:00+03:00,400,14.23
2022-06-21T03:35:00+03:00,450,13.82
2022-06-21T03:35:00+03:00,500,13.33
2022-06-21T03:35:00+03:00,550,12.83
2022-06-21T03:35:00+03:00,600,12.32
2022-06-21T03:40:00+03:00,0,14.85
2022-06-21T03:40:00+03:00,50,15.53
2022-06-21T03:40:00+03:00,100,15.91
2022-06-21T03:40:00+03:00,150,15.91
2022-06-21T03:40:00+03:00,200,15.75
2022-06-21T03:40:00+03:00,250,15.52
2022-06-21T03:40:00+03:00,300,15.18
2022-06-21T03:40:00+03:00,350,14.84
2022-06-21T03:40:00+03:00,400,14.49
2022-06-21T03:40:00+03:00,450,14.09
2022-06-21T03:40:00+03:00,500,13.63
2022-06-21T03:40:00+03:00,550,13.13
2022-06-21T03:40:00+03:00,600,12.64
2022-06-21T03:45:00+03:00,0,14.71
2022-06-21T03:45:00+03:00,50,15.49
2022-06-21T03:45:00+03:00,100,15.91
2022-06-21T03:45:00+03:00,150,15.9
2022-06-21T03:45:00+03:00,200,15.74
2022-06-21T03:45:00+03:00,250,15.44
2022-06-21T03:45:00+03:00,300,15.07
2022-06-21T03:45:00+03:00,350,14.71
2022-06-21T03:45:00+03:00,400,14.34
2022-06-21T03:45:00+03:00,450,13.92
2022-06-21T03:45:00+03:00,500,13.43
2022-06-21T03:45:00+03:00,550,12.9
2022-06-21T03:45:00+03:00,600,12.38
2022-06-21T03:50:00+03:00,0,14.67
2022-06-21T03:50:00+03:00,50,15.43
2022-06-21T03:50:00+03:00,100,15.83
2022-06-21T03:50:00+03:00,150,15.81
2022-06-21T03:50:00+03:00,200,15.61
2022-06-21T03:50:00+03:00,250,15.32
2022-06-21T03:50:00+03:00,300,14.97
2022-06-21T03:50:00+03:00,350,14.61
2022-06-21T03:50:00+03:00,400,14.24
2022-06-21T03:50:00+03:00,450,13.82
2022-06-21T03:50:00+03:00,500,13.33
2022-06-21T03:50:00+03:00,550,12.82
2022-06-21T03:50:00+03:00,600,12.31
2022-06-21T03:55:00+03:00,0,14.66
2022-06-21T03:55:00+03:00,50,15.44
2022-06-21T03:55:00+03:00,100,15.85
2022-06-21T03:55:00+03:00,150,15.87
2022-06-21T03:55:00+03:00,200,15.67
2022-06-21T03:55:00+03:00,250,15.36
2022-06-21T03:55:00+03:00,300,14.98
2022-06-21T03:55:00+03:00,350,14.61
2022-06-21T03:55:00+03:00,400,14.23
2022-06-21T03:55:00+03:00,450,13.8
2022-06-21T03:55:00+03:00,500,13.28
2022-06-21T03:55:00+03:00,550,12.74
2022-06-21T03:55:00+03:00,600,12.2
2022-06-21T04:00:00+03:00,0,14.79
2022-06-21T04:00:00+03:00,50,15.48
2022-06-21T04:00:00+03:00,100,15.85
2022-06-21T04:00:00+03:00,150,15.82
2022-06-21T04:00:00+03:00,200,15.67
2022-06-21T04:00:00+03:00,250,15.44
2022-06-21T04:00:00+03:00,300,15.03
2022-06-21T04:00:00+03:00,350,14.66
2022-06-21T04:00:00+03:00,400,14.3
2022-06-21T04:00:00+03:00,450,13.9
2022-06-21T04:00:00+03:00,500,13.42
2022-06-21T04:00:00+03:00,550,12.91
2022-06-21T04:00:00+03:00,600,12.4
2022-06-21T04:05:00+03:00,0,14.72
2022-06-21T04:05:00+03:00,50,15.57
2022-06-21T04:05:00+03:00,100,15.9
2022-06-21T04:05:00+03:00,150,15.91
2022-06-21T04:05:00+03:00,200,15.69
2022-06-21T04:05:00+03:00,250,15.41
2022-06-21T04:05:00+03:00,300,15.01
2022-06-21T04:05:00+03:00,350,14.62
2022-06-21T04:05:00+03:00,400,14.25
2022-06-21T04:05:00+03:00,450,13.83
2022-06-21T04:05:00+03:00,500,13.34
2022-06-21T04:05:00+03:00,550,12.82
2022-06-21T04:05:00+03:00,600,12.3
2022-06-21T04:10:00+03:00,0,14.68
2022-06-21T04:10:00+03:00,50,15.47
2022-06-21T04:10:00+03:00,100,15.8
2022-06-21T04:10:00+03:00,150,15.75
2022-06-21T04:10:00+03:00,200,15.58
2022-06-21T04:10:00+03:00,250,15.27
2022-06-21T04:10:00+03:00,300,14.88
2022-06-21T04:10:00+03:00,350,14.5
2022-06-21T04:10:00+03:00,400,14.13
2022-06-21T04:10:00+03:00,450,13.72
2022-06-21T04:10:00+03:00,500,13.23
2022-06-21T04:10:00+03:00,550,12.73
2022-06-21T04:10:00+03:00,600,12.22
2022-06-21T04:15:00+03:00,0,14.69
2022-06-21T04:15:00+03:00,50,15.4
2022-06-21T04:15:00+03:00,100,15.64
2022-06-21T04:15:00+03:00,150,15.6
2022-06-21T04:15:00+03:00,200,15.33
2022-06-21T04:15:00+03:00,250,15.05
2022-06-21T04:15:00+03:00,300,14.71
2022-06-21T04:15:00+03:00,350,14.37
2022-06-21T04:15:00+03:00,400,14.01
2022-06-21T04:15:00+03:00,450,13.62
2022-06-21T04:15:00+03:00,500,13.17
2022-06-21T04:15:00+03:00,550,12.7
2022-06-21T04:15:00+03:00,600,12.24
2022-06-21T04:20:00+03:00,0,14.61
2022-06-21T04:20:00+03:00,50,15.22
2022-06-21T04:20:00+03:00,100,15.48
2022-06-21T04:20:00+03:00,150,15.45
2022-06-21T04:20:00+03:00,200,15.24
2022-06-21T04:20:00+03:00,250,14.99
2022-06-21T04:20:00+03:00,300,14.64
2022-06-21T04:20:00+03:00,350,14.3
2022-06-21T04:20:00+03:00,400,13.95
2022-06-21T04:20:00+03:00,450,13.57
2022-06-21T04:20:00+03:00,500,13.13
2022-06-21T04:20:00+03:00,550,12.66
2022-06-21T04:20:00+03:00,600,12.18
2022-06-21T04:25:00+03:00,0,14.7
2022-06-21T04:25:00+03:00,50,15.26
2022-06-21T04:25:00+03:00,100,15.46
2022-06-21T04:25:00+03:00,150,15.45
2022-06-21T04:25:00+03:00,200,15.28
2022-06-21T04:25:00+03:00,250,15.0
2022-06-21T04:25:00+03:00,300,14.63
2022-06-21T04:25:00+03:00,350,14.28
2022-06-21T04:25:00+03:00,400,13.93
2022-06-21T04:25:00+03:00,450,13.55
2022-06-21T04:25:00+03:00,500,13.1
2022-06-21T04:25:00+03:00,550,12.62
2022-06-21T04:25:00+03:00,600,12.14
2022-06-21T04:30:00+03:00,0,14.68
2022-06-21T04:30:00+03:00,50,15.36
2022-06-21T04:30:00+03:00,100,15.6
2022-06-21T04:30:00+03:00,150,15.54
2022-06-21T04:30:00+03:00,200,15.34
2022-06-21T04:30:00+03:00,250,15.04
2022-06-21T04:30:00+03:00,300,14.66
2022-06-21T04:30:00+03:00,350,14.29
2022-06-21T04:30:00+03:00,400,13.93
2022-06-21T04:30:00+03:00,450,13.53
2022-06-21T04:30:00+03:00,500,13.07
2022-06-21T04:30:00+03:00,550,12.58
2022-06-21T04:30:00+03:00,600,12.1
2022-06-21T04:35:00+03:00,0,14.73
2022-06-21T04:35:00+03:00,50,15.33
2022-06-21T04:35:00+03:00,100,15.61
2022-06-21T04:35:00+03:00,150,15.5
2022-06-21T04:35:00+03:00,200,15.3
2022-06-21T04:35:00+03:00,250,15.03
2022-06-21T04:35:00+03:00,300,14.64
2022-06-21T04:35:00+03:00,350,14.28
2022-06-21T04:35:00+03:00,400,13.92
2022-06-21T04:35:00+03:00,450,13.52
2022-06-21T04:35:00+03:00,500,13.06
2022-06-21T04:35:00+03:00,550,12.58
2022-06-21T04:35:00+03:00,600,12.09
2022-06-21T04:40:00+03:00,0,14.74
2022-06-21T04:40:00+03:00,50,15.21
2022-06-21T04:40:00+03:00,100,15.48
2022-06-21T04:40:00+03:00,150,15.4
2022-06-21T04:40:00+03:00,200,15.19
2022-06-21T04:40:00+03:00,250,14.93
2022-06-21T04:40:00+03:00,300,14.61
2022-06-21T04:40:00+03:00,350,14.28
2022-06-21T04:40:00+03:00,400,13.94
2022-06-21T04:40:00+03:00,450,13.56
2022-06-21T04:40:00+03:00,500,13.12
2022-06-21T04:40:00+03:00,550,12.66
2022-06-21T04:40:00+03:00,600,12.2
2022-06-21T04:45:00+03:00,0,14.66
2022-06-21T04:45:00+03:00,50,15.15
2022-06-21T04:45:00+03:00,100,15.43
2022-06-21T04:45:00+03:00,150,15.36
2022-06-21T04:45:00+03:00,200,15.19
2022-06-21T04:45:00+03:00,250,14.98
2022-06-21T04:45:00+03:00,300,14.66
2022-06-21T04:45:00+03:00,350,14.34
2022-06-21T04:45:00+03:00,400,14.01
2022-06-21T04:45:00+03:00,450,13.64
2022-06-21T04:45:00+03:00,500,13.22
2022-06-21T04:45:00+03:00,550,12.78
2022-06-21T04:45:00+03:00,600,12.33
2022-06-21T04:50:00+03:00,0,14.78
2022-06-21T04:50:00+03:00,50,15.25
2022-06-21T04:50:00+03:00,100,15.59
2022-06-21T04:50:00+03:00,150,15.6
2022-06-21T04:50:00+03:00,200,15.53
2022-06-21T04:50:00+03:00,250,15.33
2022-06-21T04:50:00+03:00,300,14.99
2022-06-21T04:50:00+03:00,350,14.67
2022-06-21T04:50:00+03:00,400,14.34
2022-06-21T04:50:00+03:00,450,13.97
2022-06-21T04:50:00+03:00,500,13.52
2022-06-21T04:50:00+03:00,550,13.03
2022-06-21T04:50:00+03:00,600,12.55
2022-06-21T04:55:00+03:00,0,14.64
2022-06-21T04:55:00+03:00,50,15.27
2022-06-21T04:55:00+03:00,100,15.67
2022-06-21T04:55:00+03:00,150,15.71
2022-06-21T04:55:00+03:00,200,15.54
2022-06-21T04:55:00+03:00,250,15.22
2022-06-21T04:55:00+03:00,300,14.85
2022-06-21T04:55:00+03:00,350,14.49
2022-06-21T04:55:00+03:00,400,14.11
2022-06-21T04:55:00+03:00,450,13.68
2022-06-21T04:55:00+03:00,500,13.17
2022-06-21T04:55:00+03:00,550,12.62
2022-06-21T04:55:00+03:00,600,12.08
2022-06-21T05:00:00+03:00,0,14.7
2022-06-21T05:00:00+03:00,50,15.31
2022-06-21T05:00:00+03:00,100,15.71
2022-06-21T05:00:00+03:00,150,15.65
2022-06-21T05:00:00+03:00,200,15.49
2022-06-21T05:00:00+03:00,250,15.24
2022-06-21T05:00:00+03:00,300,14.83
2022-06-21T05:00:00+03:00,350,14.45
2022-06-21T05:00:00+03:00,400,14.08
2022-06-21T05:00:00+03:00,450,13.66
2022-06-21T05:00:00+03:00,500,13.16
2022-06-21T05:00:00+03:00,550,12.63
2022-06-21T05:00:00+03:00,600,12.11
2022-06-21T05:05:00+03:00,0,14.64
2022-06-21T05:05:00+03:00,50,15.19
2022-06-21T05:05:00+03:00,100,15.53
2022-06-21T05:05:00+03:00,150,15.49
2022-06-21T05:05:00+03:00,200,15.35
2022-06-21T05:05:00+03:00,250,15.07
2022-06-21T05:05:00+03:00,300,14.74
2022-06-21T05:05:00+03:00,350,14.41
2022-06-21T05:05:00+03:00,400,14.06
2022-06-21T05:05:00+03:00,450,13.67
2022-06-21T05:05:00+03:00,500,13.21
2022-06-21T05:05:00+03:00,550,12.73
2022-06-21T05:05:00+03:00,600,12.25
2022-06-21T05:10:00+03:00,0,14.61
2022-06-21T05:10:00+03:00,50,15.08
2022-06-21T05:10:00+03:00,100,15.46
2022-06-21T05:10:00+03:00,150,15.48
2022-06-21T05:10:00+03:00,200,15.31
2022-06-21T05:10:00+03:00,250,15.05
2022-06-21T05:10:00+03:00,300,14.75
2022-06-21T05:10:00+03:00,350,14.44
2022-06-21T05:10:00+03:00,400,14.09
2022-06-21T05:10:00+03:00,450,13.7
2022-06-21T05:10:00+03:00,500,13.23
2022-06-21T05:10:00+03:00,550,12.73
2022-06-21T05:10:00+03:00,600,12.24
2022-06-21T05:15:00+03:00,0,14.55
2022-06-21T05:15:00+03:00,50,15.16
2022-06-21T05:15:00+03:00,100,15.51
2022-06-21T05:15:00+03:00,150,15.51
2022-06-21T05:15:00+03:00,200,15.39
2022-06-21T05:15:00+03:00,250,15.08
2022-06-21T05:15:00+03:00,300,14.73
2022-06-21T05:15:00+03:00,350,14.39
2022-06-21T05:15:00+03:00,400,14.03
2022-06-21T05:15:00+03:00,450,13.63
2022-06-21T05:15:00+03:00,500,13.14
2022-06-21T05:15:00+03:00,550,12.63
2022-06-21T05:15:00+03:00,600,12.12
2022-06-21T05:20:00+03:00,0,14.67
2022-06-21T05:20:00+03:00,50,15.21
2022-06-21T05:20:00+03:00,100,15.47
2022-06-21T05:20:00+03:00,150,15.42
2022-06-21T05:20:00+03:00,200,15.33
2022-06-21T05:20:00+03:00,250,15.05
2022-06-21T05:20:00+03:00,300,14.75
2022-06-21T05:20:00+03:00,350,14.44
2022-06-21T05:20:00+03:00,400,14.11
2022-06-21T05:20:00+03:00,450,13.74
2022-06-21T05:20:00+03:00,500,13.32
2022-06-21T05:20:00+03:00,550,12.86
2022-06-21T05:20:00+03:00,600,12.41
2022-06-21T05:25:00+03:00,0,14.67
2022-06-21T05:25:00+03:00,50,15.16
2022-06-21T05:25:00+03:00,100,15.4
2022-06-21T05:25:00+03:00,150,15.36
2022-06-21T05:25:00+03:00,200,15.22
2022-06-21T05:25:00+03:00,250,14.91
2022-06-21T05:25:00+03:00,300,14.67
2022-06-21T05:25:00+03:00,350,14.39
2022-06-21T05:25:00+03:00,400,14.07
2022-06-21T05:25:00+03:00,450,13.71
2022-06-21T05:25:00+03:00,500,13.3
2022-06-21T05:25:00+03:00,550,12.86
2022-06-21T05:25:00+03:00,600,12.42
2022-06-21T05:30:00+03:00,0,14.44
2022-06-21T05:30:00+03:00,50,14.98
2022-06-21T05:30:00+03:00,100,15.35
2022-06-21T05:30:00+03:00,150,15.32
2022-06-21T05:30:00+03:00,200,15.16
2022-06-21T05:30:00+03:00,250,14.88
2022-06-21T05:30:00+03:00,300,14.58
2022-06-21T05:30:00+03:00,350,14.26
2022-06-21T05:30:00+03:00,400,13.91
2022-06-21T05:30:00+03:00,450,13.53
2022-06-21T05:30:00+03:00,500,13.07
2022-06-21T05:30:00+03:00,550,12.59
2022-06-21T05:30:00+03:00,600,12.11
2022-06-21T05:35:00+03:00,0,14.3
2022-06-21T05:35:00+03:00,50,14.85
2022-06-21T05:35:00+03:00,100,15.21
2022-06-21T05:35:00+03:00,150,15.22
2022-06-21T05:35:00+03:00,200,15.01
2022-06-21T05:35:00+03:00,250,14.76
2022-06-21T05:35:00+03:00,300,14.47
2022-06-21T05:35:00+03:00,350,14.17
2022-06-21T05:35:00+03:00,400,13.82
2022-06-21T05:35:00+03:00,450,13.44
2022-06-21T05:35:00+03:00,500,12.99
2022-06-21T05:35:00+03:00,550,12.52
2022-06-21T05:35:00+03:00,600,12.04
2022-06-21T05:40:00+03:00,0,14.26
2022-06-21T05:40:00+03:00,50,14.63
2022-06-21T05:40:00+03:00,100,14.88
2022-06-21T05:40:00+03:00,150,14.81
2022-06-21T05:40:00+03:00,200,14.74
2022-06-21T05:40:00+03:00,250,14.56
2022-06-21T05:40:00+03:00,300,14.28
2022-06-21T05:40:00+03:00,350,14.0
2022-06-21T05:40:00+03:00,400,13.69
2022-06-21T05:40:00+03:00,450,13.37
2022-06-21T05:40:00+03:00,500,12.99
2022-06-21T05:40:00+03:00,550,12.58
2022-06-21T05:40:00+03:00,600,12.17
2022-06-21T05:45:00+03:00,0,14.22
2022-06-21T05:45:00+03:00,50,14.64
2022-06-21T05:45:00+03:00,100,14.87
2022-06-21T05:45:00+03:00,150,14.77
2022-06-21T05:45:00+03:00,200,14.58
2022-06-21T05:45:00+03:00,250,14.4
